,region_name,region_id,week,date,inc,inc_w1,inc_w2,inclow,inclow_w1,inclow_w2,inctop,inctop_w1,inctop_w2,inc100,inc100_w1,inc100_w2,inc100low,inc100low_w1,inc100low_w2,inc100top,inc100top_w1,inc100top_w2,C6H6,C6H6_w1,C6H6_w2,CO,CO_w1,CO_w2,NO,NO_w1,NO_w2,NO2,NO2_w1,NO2_w2,NOXasNO2,NOXasNO2_w1,NOXasNO2_w2,O3,O3_w1,O3_w2,PM10,PM10_w1,PM10_w2,PM2p5,PM2p5_w1,PM2p5_w2,SO2,SO2_w1,SO2_w2,pmer,pmer_w1,pmer_w2,dirv,dirv_w1,dirv_w2,vitv,vitv_w1,vitv_w2,temp,temp_w1,temp_w2,hum,hum_w1,hum_w2,pst,pst_w1,pst_w2,r1,r1_w1,r1_w2,tempc,tempc_w1,tempc_w2
601,Bretagne,4,202149,2021-12-03,7790,6305.0,5608.0,5018,4101.0,3598.0,10562,8509.0,7618.0,227,184.0,164.0,146,120.0,105.0,308,248.0,223.0,,,,,,,9.4274,5.4451,12.6887,17.8964,13.7926,21.5326,32.6101,22.382,41.2495,55.3632,52.2364,35.7505,13.0706,13.3747,20.3572,6.7365,7.4372,14.2543,,,,101316.18,101545.16,102658.13,264.55,175.68,163.08,6.58,6.75,3.1,281.77,280.5676,282.7366,82.1818,75.2009,86.5045,100598.4091,100821.875,101932.9911,0.1859,0.0744,0.0057,8.62,7.4176,9.5866
602,Occitanie,5,202149,2021-12-03,10346,11676.0,10859.0,7837,8913.0,7836.0,12855,14439.0,13882.0,172,194.0,181.0,130,148.0,131.0,214,240.0,231.0,,,,,,,11.6362,10.9295,16.731,20.4786,20.9925,22.0886,36.8527,36.7756,46.9826,50.0674,34.025,33.1526,11.9911,13.0766,14.7797,7.269,9.4106,10.3267,0.6494,0.2226,0.5435,101638.08,100949.07,102337.09,244.28,203.82,215.94,4.53,3.76,2.77,278.5503,279.5684,281.4522,78.0476,82.7164,80.4094,98231.1082,97577.1641,98969.1497,0.0905,0.1782,0.0126,5.4003,6.4184,8.3022
603,Hauts-de-France,6,202149,2021-12-03,4681,6124.0,3532.0,2242,3771.0,1781.0,7120,8477.0,5283.0,77,100.0,58.0,37,61.0,29.0,117,139.0,87.0,0.551,1.377,0.5154,0.1832,0.3312,0.2198,4.3711,10.263,7.7089,14.9452,21.8194,19.1664,21.6266,37.5326,30.9536,47.3169,30.9705,25.615,10.2452,18.8329,18.9205,5.3544,12.999,14.389,3.2487,2.7088,1.6672,100628.73,101170.0,102516.07,249.09,192.23,179.55,5.13,3.48,2.45,278.4236,277.6955,281.4313,90.0364,89.8036,92.9286,99900.0,100435.5357,101781.875,0.1509,0.1402,0.0161,5.2736,4.5455,8.2813
604,Corse,7,202149,2021-12-03,741,495.0,448.0,399,198.0,191.0,1083,792.0,705.0,216,144.0,130.0,117,58.0,55.0,315,230.0,205.0,,,,0.7038,0.6461,0.6722,5.4948,4.7148,5.6621,10.3528,10.9961,11.9557,18.5882,18.0972,20.4877,52.328,47.2604,46.4103,11.849,13.8758,18.4389,3.9074,5.4601,7.6697,1.5054,1.4073,1.4346,100854.0,100593.93,101862.59,169.36,162.95,142.95,3.08,3.05,2.6,282.65,285.4607,286.7143,69.8455,77.2411,82.1786,100726.3636,100468.4821,101735.625,0.0655,0.1509,0.1518,9.5,12.3107,13.5643
605,Nouvelle-Aquitaine,8,202149,2021-12-03,9239,11007.0,8357.0,6484,8189.0,5847.0,11994,13825.0,10867.0,151,180.0,137.0,106,134.0,96.0,196,226.0,178.0,,,,0.3919,0.1225,0.2566,9.3452,8.177,12.5753,15.2224,12.7582,16.0909,29.5025,25.2432,35.3283,44.7272,32.0324,25.8036,13.5354,13.9568,17.2896,8.3834,11.2842,13.9906,1.8022,0.295,0.3354,101601.29,101163.23,102499.89,236.89,161.21,144.12,4.41,5.25,2.42,279.1462,278.6541,280.8778,87.7203,83.8708,88.2857,99893.9273,99526.8393,100880.5625,0.1926,0.0598,0.0029,5.9962,5.5041,7.7278
606,Pays de la Loire,9,202149,2021-12-03,7066,5088.0,5409.0,3803,2513.0,3255.0,10329,7663.0,7563.0,183,131.0,140.0,99,64.0,84.0,267,198.0,196.0,,,,,,,5.0346,2.9836,6.8717,13.1353,11.8981,15.433,20.8298,16.452,25.9492,49.1838,41.8325,27.9481,12.8074,13.7956,20.2271,8.6556,10.5402,15.7871,0.5126,0.6341,0.4387,101363.27,101347.14,102582.86,253.82,172.86,122.14,4.16,4.79,2.08,279.8555,278.2179,280.3893,86.4364,78.5179,90.4643,101043.6364,101025.5357,102260.1786,0.0673,0.0071,0.0446,6.7055,5.0679,7.2393
607,Auvergne-Rhône-Alpes,10,202149,2021-12-03,9239,12365.0,9759.0,6509,9278.0,7231.0,11969,15452.0,12287.0,113,151.0,119.0,80,113.0,88.0,146,189.0,150.0,2.575,1.4088,1.6141,0.262,0.302,0.2822,12.172,15.5538,12.3996,22.962,20.563,18.852,5.8851,7.7674,6.106,37.0506,17.9223,21.0215,11.0959,18.3199,15.1305,8.7979,16.0432,12.435,2.3389,2.2694,2.3578,101383.12,101006.67,102423.75,194.74,177.69,152.22,3.67,3.14,2.69,276.2341,277.0747,279.1518,78.9939,85.7307,87.4926,96948.803,96589.9107,97900.0744,0.0382,0.0356,0.0055,3.0841,3.9247,6.0018
608,Grand Est,11,202149,2021-12-03,6365,8792.0,10514.0,3906,5627.0,7533.0,8824,11957.0,13495.0,112,155.0,186.0,69,99.0,133.0,155,211.0,239.0,,,,0.222,0.3564,0.3851,5.3919,13.9564,11.4246,13.9171,20.2227,18.5815,21.6918,41.4035,35.9462,47.6509,28.2665,22.8579,8.3185,16.7695,15.6481,5.4702,11.8249,11.3993,1.0557,1.5347,1.7348,100913.82,101104.04,102539.18,231.41,194.07,184.96,4.95,3.35,1.87,277.2759,275.545,279.1253,86.3245,86.9821,91.2598,98532.0909,98678.1071,100127.9643,0.1371,0.0303,0.0005,4.1259,2.395,5.9753
609,Normandie,12,202149,2021-12-03,3587,2292.0,2014.0,977,0.0,1071.0,6197,4613.0,2957.0,105,67.0,59.0,28,0.0,31.0,182,135.0,87.0,,,0.7413,0.2626,0.2866,0.3099,9.3988,11.9561,15.8884,17.1114,19.1051,23.4326,31.4778,37.2246,47.669,55.1748,45.091,34.3445,11.7922,15.3743,21.2297,6.5965,10.9074,15.9859,1.7886,2.0615,1.8589,100968.52,101345.13,102593.11,251.38,185.45,187.2,6.04,6.27,2.95,279.6809,278.8031,282.006,85.5727,80.4643,87.1057,99749.1515,100196.3393,101438.497,0.2198,0.1013,0.0366,6.5309,5.6531,8.856
610,Bourgogne-Franche-Comté,13,202149,2021-12-03,2667,2588.0,2052.0,1293,1158.0,781.0,4041,4018.0,3323.0,93,90.0,71.0,45,40.0,27.0,141,140.0,115.0,,,,,,,4.4958,8.3178,8.6187,13.8203,15.2894,14.9874,20.7093,28.0398,28.1971,48.2486,27.0054,22.0354,8.5207,14.7541,12.8724,6.1281,11.7062,8.9863,0.5433,1.0367,0.8861,101169.82,101032.5,102527.5,229.45,157.86,163.75,4.07,3.73,1.89,276.2645,276.1679,278.3536,86.0,83.9286,91.5893,98470.1818,98334.4643,99812.6786,0.1291,0.0429,0.0018,3.1145,3.0179,5.2036
611,Provence-Alpes-Côte d'Azur,1,202150,2021-12-10,19037,18758.0,20626.0,14141,13733.0,15338.0,23933,23783.0,25914.0,371,366.0,402.0,276,268.0,299.0,466,464.0,505.0,1.2973,1.9318,1.7835,0.292,0.3089,0.4246,12.134,14.0577,14.2333,23.0805,22.7859,22.3358,41.6512,44.305,44.1244,50.7199,46.2425,36.1263,12.8768,14.2781,18.3163,7.124,7.9416,11.4674,4.8862,4.4324,2.1957,100993.18,100922.55,100610.71,228.59,252.94,192.14,5.29,5.75,5.56,277.6664,278.69,281.6077,69.6,62.0303,70.1369,97392.7273,97324.9697,97031.7857,0.1412,0.0479,0.1089,4.5164,5.54,8.4577
612,Île-de-France,2,202150,2021-12-10,17116,16669.0,16654.0,11746,11829.0,11873.0,22486,21509.0,21435.0,139,135.0,135.0,95,96.0,96.0,183,174.0,174.0,,,,0.4688,0.4493,0.4257,19.9502,17.9951,21.7168,30.3647,29.844,32.2753,60.9947,57.4927,65.6144,43.9326,43.5441,31.1237,13.8727,12.6719,18.857,7.6659,7.5254,11.9777,0.3672,0.4411,0.7623,101010.0,100931.09,101166.61,230.73,256.0,156.96,4.36,4.93,4.97,278.7536,278.4118,277.5339,87.9636,87.2727,85.1607,99907.0909,99827.8182,100057.6786,0.0909,0.1327,0.0214,5.6036,5.2618,4.3839
613,Centre-Val de Loire,3,202150,2021-12-10,3586,3917.0,2542.0,2117,2462.0,1407.0,5055,5372.0,3677.0,136,149.0,97.0,80,94.0,54.0,192,204.0,140.0,,,,0.2322,0.2687,0.1995,8.5158,8.0259,9.4992,13.6524,14.6574,16.0065,26.6721,26.9485,30.545,54.2793,50.9541,36.6061,10.2981,9.85,14.5004,6.1364,6.8027,11.0991,,,,101246.18,101249.09,101176.16,225.0,259.73,163.04,3.56,4.14,4.38,278.7082,278.0727,277.0946,89.6818,87.9727,84.0714,99544.8182,99543.3636,99466.3393,0.13,0.1473,0.0473,5.5582,4.9227,3.9446
614,Bretagne,4,202150,2021-12-10,4026,7790.0,6305.0,2238,5018.0,4101.0,5814,10562.0,8509.0,118,227.0,184.0,66,146.0,120.0,170,308.0,248.0,,,,,,,7.2044,9.4274,5.4451,15.1823,17.8964,13.7926,26.5139,32.6101,22.382,61.58,55.3632,52.2364,14.4057,13.0706,13.3747,6.2777,6.7365,7.4372,,,,101080.5,101316.18,101545.16,240.45,264.55,175.68,6.08,6.58,6.75,281.9359,281.77,280.5676,84.0955,82.1818,75.2009,100365.0909,100598.4091,100821.875,0.1453,0.1859,0.0744,8.7859,8.62,7.4176
615,Occitanie,5,202150,2021-12-10,12429,10346.0,11676.0,9279,7837.0,8913.0,15579,12855.0,14439.0,207,172.0,194.0,155,130.0,148.0,259,214.0,240.0,,,,,,,8.3841,11.6362,10.9295,18.3037,20.4786,20.9925,29.5766,36.8527,36.7756,59.1849,50.0674,34.025,9.1727,11.9911,13.0766,5.0114,7.269,9.4106,0.6706,0.6494,0.2226,101586.04,101638.08,100949.07,235.65,244.28,203.82,4.55,4.53,3.76,279.6369,278.5503,279.5684,80.9095,78.0476,82.7164,98197.7532,98231.1082,97577.1641,0.2806,0.0905,0.1782,6.4869,5.4003,6.4184
616,Hauts-de-France,6,202150,2021-12-10,6510,4681.0,6124.0,2360,2242.0,3771.0,10660,7120.0,8477.0,107,77.0,100.0,39,37.0,61.0,175,117.0,139.0,0.379,0.551,1.377,0.1731,0.1832,0.3312,5.5185,4.3711,10.263,15.9974,14.9452,21.8194,24.4329,21.6266,37.5326,46.3659,47.3169,30.9705,12.5787,10.2452,18.8329,6.8565,5.3544,12.999,1.9163,3.2487,2.7088,100700.09,100628.73,101170.0,211.82,249.09,192.23,4.87,5.13,3.48,278.6855,278.4236,277.6955,89.0455,90.0364,89.8036,99971.9091,99900.0,100435.5357,0.0545,0.1509,0.1402,5.5355,5.2736,4.5455
617,Corse,7,202150,2021-12-10,273,741.0,495.0,35,399.0,198.0,511,1083.0,792.0,79,216.0,144.0,10,117.0,58.0,148,315.0,230.0,,,,0.6503,0.7038,0.6461,3.778,5.4948,4.7148,8.9322,10.3528,10.9961,14.5592,18.5882,18.0972,62.1573,52.328,47.2604,11.5091,11.849,13.8758,4.0574,3.9074,5.4601,1.4556,1.5054,1.4073,100841.0,100854.0,100593.93,185.36,169.36,162.95,3.74,3.08,3.05,282.2145,282.65,285.4607,68.5182,69.8455,77.2411,100713.1818,100726.3636,100468.4821,0.1573,0.0655,0.1509,9.0645,9.5,12.3107
618,Nouvelle-Aquitaine,8,202150,2021-12-10,9430,9239.0,11007.0,6706,6484.0,8189.0,12154,11994.0,13825.0,154,151.0,180.0,109,106.0,134.0,199,196.0,226.0,,,,0.4084,0.3919,0.1225,8.9405,9.3452,8.177,15.1562,15.2224,12.7582,28.8299,29.5025,25.2432,55.0173,44.7272,32.0324,13.8279,13.5354,13.9568,7.2561,8.3834,11.2842,1.2416,1.8022,0.295,101499.13,101601.29,101163.23,214.97,236.89,161.21,4.4,4.41,5.25,280.3963,279.1462,278.6541,89.9318,87.7203,83.8708,99893.9273,99893.9273,99526.8393,0.2273,0.1926,0.0598,7.2463,5.9962,5.5041
619,Pays de la Loire,9,202150,2021-12-10,6438,7066.0,5088.0,4298,3803.0,2513.0,8578,10329.0,7663.0,166,183.0,131.0,111,99.0,64.0,221,267.0,198.0,,,,,,,4.2591,5.0346,2.9836,12.7728,13.1353,11.8981,19.2815,20.8298,16.452,53.5864,49.1838,41.8325,12.3284,12.8074,13.7956,6.7139,8.6556,10.5402,0.6027,0.5126,0.6341,101226.18,101363.27,101347.14,224.0,253.82,172.86,3.81,4.16,4.79,280.7518,279.8555,278.2179,88.1818,86.4364,78.5179,100907.0909,101043.6364,101025.5357,0.12,0.0673,0.0071,7.6018,6.7055,5.0679
620,Auvergne-Rhône-Alpes,10,202150,2021-12-10,9709,9239.0,12365.0,7260,6509.0,9278.0,12158,11969.0,15452.0,119,113.0,151.0,89,80.0,113.0,149,146.0,189.0,1.722,2.575,1.4088,0.2597,0.262,0.302,11.8139,12.172,15.5538,24.2918,22.962,20.563,5.1118,5.8851,7.7674,40.4279,37.0506,17.9223,10.0561,11.0959,18.3199,7.8598,8.7979,16.0432,1.2696,2.3389,2.2694,101405.79,101383.12,101006.67,187.89,194.74,177.69,3.26,3.67,3.14,276.752,276.2341,277.0747,82.1121,78.9939,85.7307,96980.2121,96948.803,96589.9107,0.1211,0.0382,0.0356,3.602,3.0841,3.9247
621,Grand Est,11,202150,2021-12-10,6582,6365.0,8792.0,3354,3906.0,5627.0,9810,8824.0,11957.0,116,112.0,155.0,59,69.0,99.0,173,155.0,211.0,,,,0.2568,0.222,0.3564,8.3386,5.3919,13.9564,18.3183,13.9171,20.2227,30.7029,21.6918,41.4035,43.6045,47.6509,28.2665,11.5625,8.3185,16.7695,6.8889,5.4702,11.8249,0.9981,1.0557,1.5347,101115.95,100913.82,101104.04,191.8,231.41,194.07,3.87,4.95,3.35,276.8411,277.2759,275.545,87.4945,86.3245,86.9821,98709.6091,98532.0909,98678.1071,0.0466,0.1371,0.0303,3.6911,4.1259,2.395
622,Normandie,12,202150,2021-12-10,2238,3587.0,2292.0,0,977.0,0.0,6688,6197.0,4613.0,66,105.0,67.0,0,28.0,0.0,197,182.0,135.0,,,,0.2312,0.2626,0.2866,7.197,9.3988,11.9561,15.7146,17.1114,19.1051,26.9057,31.4778,37.2246,57.8516,55.1748,45.091,12.4578,11.7922,15.3743,6.5723,6.5965,10.9074,2.5987,1.7886,2.0615,100883.77,100968.52,101345.13,227.48,251.38,185.45,6.22,6.04,6.27,280.0668,279.6809,278.8031,85.1182,85.5727,80.4643,99745.4091,99749.1515,100196.3393,0.145,0.2198,0.1013,6.9168,6.5309,5.6531
623,Bourgogne-Franche-Comté,13,202150,2021-12-10,2207,2667.0,2588.0,933,1293.0,1158.0,3481,4041.0,4018.0,77,93.0,90.0,33,45.0,40.0,121,141.0,140.0,,,,,,,5.9558,4.4958,8.3178,15.656,13.8203,15.2894,24.7807,20.7093,28.0398,48.0897,48.2486,27.0054,9.536,8.5207,14.7541,6.5155,6.1281,11.7062,0.3401,0.5433,1.0367,101286.73,101169.82,101032.5,221.82,229.45,157.86,3.1,4.07,3.73,276.2773,276.2645,276.1679,88.8364,86.0,83.9286,98583.8182,98470.1818,98334.4643,0.0836,0.1291,0.0429,3.1273,3.1145,3.0179
624,Provence-Alpes-Côte d'Azur,1,202151,2021-12-17,10962,19037.0,18758.0,6570,14141.0,13733.0,15354,23933.0,23783.0,214,371.0,366.0,128,276.0,268.0,300,466.0,464.0,3.5804,1.2973,1.9318,0.8397,0.292,0.3089,42.9076,12.134,14.0577,37.5343,23.0805,22.7859,103.286,41.6512,44.305,28.8374,50.7199,46.2425,30.2895,12.8768,14.2781,20.1987,7.124,7.9416,2.1459,4.8862,4.4324,102749.38,100993.18,100922.55,187.1,228.59,252.94,2.88,5.29,5.75,279.0726,277.6664,278.69,67.2917,69.6,62.0303,99121.6071,97392.7273,97324.9697,0.0,0.1412,0.0479,5.9226,4.5164,5.54
625,Île-de-France,2,202151,2021-12-17,25809,17116.0,16669.0,17005,11746.0,11829.0,34613,22486.0,21509.0,209,139.0,135.0,138,95.0,96.0,280,183.0,174.0,,,,0.5326,0.4688,0.4493,34.1878,19.9502,17.9951,38.4272,30.3647,29.844,90.8861,60.9947,57.4927,19.9818,43.9326,43.5441,24.2639,13.8727,12.6719,15.5439,7.6659,7.5254,0.7151,0.3672,0.4411,103343.39,101010.0,100931.09,103.75,230.73,256.0,2.82,4.36,4.93,279.7375,278.7536,278.4118,93.4643,87.9636,87.2727,102219.4643,99907.0909,99827.8182,0.0,0.0909,0.1327,6.5875,5.6036,5.2618
626,Centre-Val de Loire,3,202151,2021-12-17,2335,3586.0,3917.0,1061,2117.0,2462.0,3609,5055.0,5372.0,89,136.0,149.0,41,80.0,94.0,137,192.0,204.0,,,,0.1927,0.2322,0.2687,10.6236,8.5158,8.0259,15.5382,13.6524,14.6574,31.6171,26.6721,26.9485,31.9334,54.2793,50.9541,13.3525,10.2981,9.85,10.1189,6.1364,6.8027,,,,103206.16,101246.18,101249.09,89.29,225.0,259.73,3.76,3.56,4.14,277.4527,278.7082,278.0727,93.9554,89.6818,87.9727,101463.2143,99544.8182,99543.3636,0.0045,0.13,0.1473,4.3027,5.5582,4.9227
627,Bretagne,4,202151,2021-12-17,7230,4026.0,7790.0,4545,2238.0,5018.0,9915,5814.0,10562.0,211,118.0,227.0,133,66.0,146.0,289,170.0,308.0,,,,,,,5.6425,7.2044,9.4274,13.5377,15.1823,17.8964,22.4974,26.5139,32.6101,39.841,61.58,55.3632,16.0317,14.4057,13.0706,11.448,6.2777,6.7365,,,,103095.85,101080.5,101316.18,99.54,240.45,264.55,4.86,6.08,6.58,280.9268,281.9359,281.77,89.6905,84.0955,82.1818,102362.9018,100365.0909,100598.4091,0.0004,0.1453,0.1859,7.7768,8.7859,8.62
628,Occitanie,5,202151,2021-12-17,14106,12429.0,10346.0,10464,9279.0,7837.0,17748,15579.0,12855.0,235,207.0,172.0,174,155.0,130.0,296,259.0,214.0,,,,,,,46.8969,8.3841,11.6362,31.6349,18.3037,20.4786,102.697,29.5766,36.8527,22.4466,59.1849,50.0674,28.2937,9.1727,11.9911,20.793,5.0114,7.269,0.779,0.6706,0.6494,102808.06,101586.04,101638.08,148.82,235.65,244.28,1.92,4.55,4.53,279.4508,279.6369,278.5503,76.4243,80.9095,78.0476,99419.2815,98197.7532,98231.1082,0.0,0.2806,0.0905,6.3008,6.4869,5.4003
629,Hauts-de-France,6,202151,2021-12-17,4144,6510.0,4681.0,1611,2360.0,2242.0,6677,10660.0,7120.0,68,107.0,77.0,26,39.0,37.0,110,175.0,117.0,0.9518,0.379,0.551,0.2093,0.1731,0.1832,12.8582,5.5185,4.3711,21.6285,15.9974,14.9452,41.3135,24.4329,21.6266,23.6355,46.3659,47.3169,20.692,12.5787,10.2452,16.3381,6.8565,5.3544,1.2083,1.9163,3.2487,103385.27,100700.09,100628.73,132.14,211.82,249.09,2.68,4.87,5.13,280.5839,278.6855,278.4236,94.375,89.0455,90.0364,102643.0357,99971.9091,99900.0,0.0036,0.0545,0.1509,7.4339,5.5355,5.2736
630,Corse,7,202151,2021-12-17,49,273.0,741.0,0,35.0,399.0,118,511.0,1083.0,14,79.0,216.0,0,10.0,117.0,34,148.0,315.0,,,,0.8672,0.6503,0.7038,8.6437,3.778,5.4948,15.1581,8.9322,10.3528,28.1824,14.5592,18.5882,42.8353,62.1573,52.328,13.955,11.5091,11.849,6.0088,4.0574,3.9074,1.6417,1.4556,1.5054,102711.07,100841.0,100854.0,155.36,185.36,169.36,2.78,3.74,3.08,282.1268,282.2145,282.65,74.2321,68.5182,69.8455,102581.3393,100713.1818,100726.3636,0.0,0.1573,0.0655,8.9768,9.0645,9.5
631,Nouvelle-Aquitaine,8,202151,2021-12-17,5246,9430.0,9239.0,3142,6706.0,6484.0,7350,12154.0,11994.0,86,154.0,151.0,52,109.0,106.0,120,199.0,196.0,,,,0.3532,0.4084,0.3919,27.0532,8.9405,9.3452,19.2008,15.1562,15.2224,60.5991,28.8299,29.5025,20.0178,55.0173,44.7272,19.3879,13.8279,13.5354,15.8345,7.2561,8.3834,0.9278,1.2416,1.8022,102883.29,101499.13,101601.29,60.29,214.97,236.89,2.86,4.4,4.41,278.0776,280.3963,279.1462,86.3759,89.9318,87.7203,101121.3036,99893.9273,99893.9273,0.0003,0.2273,0.1926,4.9276,7.2463,5.9962
632,Pays de la Loire,9,202151,2021-12-17,5210,6438.0,7066.0,2600,4298.0,3803.0,7820,8578.0,10329.0,135,166.0,183.0,68,111.0,99.0,202,221.0,267.0,,,,,,,2.5085,4.2591,5.0346,10.3008,12.7728,13.1353,14.1256,19.2815,20.8298,36.2524,53.5864,49.1838,12.7548,12.3284,12.8074,10.9798,6.7139,8.6556,0.5023,0.6027,0.5126,103039.29,101226.18,101363.27,68.04,224.0,253.82,4.92,3.81,4.16,279.3018,280.7518,279.8555,89.3036,88.1818,86.4364,102711.9643,100907.0909,101043.6364,0.0,0.12,0.0673,6.1518,7.6018,6.7055
633,Auvergne-Rhône-Alpes,10,202151,2021-12-17,10158,9709.0,9239.0,6811,7260.0,6509.0,13505,12158.0,11969.0,124,119.0,113.0,83,89.0,80.0,165,149.0,146.0,1.2237,1.722,2.575,0.4372,0.2597,0.262,27.5752,11.8139,12.172,29.6827,24.2918,22.962,10.4527,5.1118,5.8851,15.9673,40.4279,37.0506,20.3013,10.0561,11.0959,17.7207,7.8598,8.7979,6.9215,1.2696,2.3389,103185.65,101405.79,101383.12,122.1,187.89,194.74,2.44,3.26,3.67,274.792,276.752,276.2341,90.5893,82.1121,78.9939,98654.6429,96980.2121,96948.803,0.0022,0.1211,0.0382,1.642,3.602,3.0841
634,Grand Est,11,202151,2021-12-17,10204,6582.0,6365.0,5690,3354.0,3906.0,14718,9810.0,8824.0,180,116.0,112.0,100,59.0,69.0,260,173.0,155.0,,,,0.4553,0.2568,0.222,16.2515,8.3386,5.3919,21.8794,18.3183,13.9171,46.3794,30.7029,21.6918,24.2356,43.6045,47.6509,17.7929,11.5625,8.3185,11.9473,6.8889,5.4702,1.3969,0.9981,1.0557,103384.47,101115.95,100913.82,143.21,191.8,231.41,2.13,3.87,4.95,277.3641,276.8411,277.2759,91.7375,87.4945,86.3245,100961.0446,98709.6091,98532.0909,0.0011,0.0466,0.1371,4.2141,3.6911,4.1259
635,Normandie,12,202151,2021-12-17,1395,2238.0,3587.0,461,0.0,977.0,2329,6688.0,6197.0,41,66.0,105.0,14,0.0,28.0,68,197.0,182.0,,,,0.2772,0.2312,0.2626,14.517,7.197,9.3988,22.9897,15.7146,17.1114,45.3214,26.9057,31.4778,33.8256,57.8516,55.1748,18.7126,12.4578,11.7922,14.465,6.5723,6.5965,3.1103,2.5987,1.7886,103292.54,100883.77,100968.52,105.22,227.48,251.38,4.12,6.22,6.04,280.754,280.0668,279.6809,89.4821,85.1182,85.5727,102132.5893,99745.4091,99749.1515,0.0,0.145,0.2198,7.604,6.9168,6.5309
636,Bourgogne-Franche-Comté,13,202151,2021-12-17,2936,2207.0,2667.0,1115,933.0,1293.0,4757,3481.0,4041.0,102,77.0,93.0,39,33.0,45.0,165,121.0,141.0,,,,,,,10.7544,5.9558,4.4958,17.7228,15.656,13.8203,34.2052,24.7807,20.7093,22.5574,48.0897,48.2486,13.1859,9.536,8.5207,11.0322,6.5155,6.1281,0.2059,0.3401,0.5433,103301.43,101286.73,101169.82,105.71,221.82,229.45,2.59,3.1,4.07,275.8411,276.2773,276.2645,94.0357,88.8364,86.0,100540.8929,98583.8182,98470.1818,0.0037,0.0836,0.1291,2.6911,3.1273,3.1145
637,Provence-Alpes-Côte d'Azur,1,202152,2021-12-24,26440,10962.0,19037.0,17843,6570.0,14141.0,35037,15354.0,23933.0,516,214.0,371.0,348,128.0,276.0,684,300.0,466.0,2.5142,3.5804,1.2973,0.5689,0.8397,0.292,26.5716,42.9076,12.134,30.6972,37.5343,23.0805,71.4027,103.286,41.6512,30.9442,28.8374,50.7199,30.107,30.2895,12.8768,20.5199,20.1987,7.124,2.0854,2.1459,4.8862,101608.75,102749.38,100993.18,174.12,187.1,228.59,3.5,2.88,5.29,279.453,279.0726,277.6664,73.8988,67.2917,69.6,97997.0238,99121.6071,97392.7273,0.094,0.0,0.1412,6.303,5.9226,4.5164
638,Île-de-France,2,202152,2021-12-24,18202,25809.0,17116.0,14281,17005.0,11746.0,22123,34613.0,22486.0,148,209.0,139.0,116,138.0,95.0,180,280.0,183.0,,,,0.4766,0.5326,0.4688,26.2966,34.1878,19.9502,33.27,38.4272,30.3647,73.9425,90.8861,60.9947,23.3473,19.9818,43.9326,24.0501,24.2639,13.8727,17.5663,15.5439,7.6659,0.6429,0.7151,0.3672,101492.32,103343.39,101010.0,153.75,103.75,230.73,2.75,2.82,4.36,278.25,279.7375,278.7536,90.7679,93.4643,87.9636,100382.8571,102219.4643,99907.0909,0.0732,0.0,0.0909,5.1,6.5875,5.6036
639,Centre-Val de Loire,3,202152,2021-12-24,3315,2335.0,3586.0,1944,1061.0,2117.0,4686,3609.0,5055.0,126,89.0,136.0,74,41.0,80.0,178,137.0,192.0,,,,0.3285,0.1927,0.2322,13.2568,10.6236,8.5158,18.0632,15.5382,13.6524,38.2914,31.6171,26.6721,28.6454,31.9334,54.2793,19.6347,13.3525,10.2981,15.7406,10.1189,6.1364,,,,101490.89,103206.16,101246.18,129.73,89.29,225.0,3.07,3.76,3.56,277.9429,277.4527,278.7082,91.4464,93.9554,89.6818,99779.9107,101463.2143,99544.8182,0.0527,0.0045,0.13,4.7929,4.3027,5.5582
640,Bretagne,4,202152,2021-12-24,4401,7230.0,4026.0,2491,4545.0,2238.0,6311,9915.0,5814.0,128,211.0,118.0,72,133.0,66.0,184,289.0,170.0,,,,,,,4.6533,5.6425,7.2044,13.4584,13.5377,15.1823,20.8939,22.4974,26.5139,38.8235,39.841,61.58,20.829,16.0317,14.4057,15.7172,11.448,6.2777,,,,101147.35,103095.85,101080.5,148.21,99.54,240.45,4.78,4.86,6.08,280.758,280.9268,281.9359,90.6875,89.6905,84.0955,100428.4524,102362.9018,100365.0909,0.0705,0.0004,0.1453,7.608,7.7768,8.7859
641,Occitanie,5,202152,2021-12-24,20754,14106.0,12429.0,15962,10464.0,9279.0,25546,17748.0,15579.0,345,235.0,207.0,265,174.0,155.0,425,296.0,259.0,,,,,,,23.5706,46.8969,8.3841,25.9204,31.6349,18.3037,60.9064,102.697,29.5766,26.5148,22.4466,59.1849,25.4063,28.2937,9.1727,20.0999,20.793,5.0114,1.0747,0.779,0.6706,101524.12,102808.06,101586.04,154.39,148.82,235.65,2.23,1.92,4.55,280.4627,279.4508,279.6369,82.3048,76.4243,80.9095,98183.0655,99419.2815,98197.7532,0.0004,0.0,0.2806,7.3127,6.3008,6.4869
